Dataset,Algorithm,Hyper-parameter name,Hyper-parameter value,Metric name,Metric value,Num clusters
Apartments for Rent,K-Means,n_clusters,29.0,DB,1.4377261335767506,29
Apartments for Rent,K-Means,n_clusters,29.0,BIC,20210.11482403507,29
Apartments for Rent,K-Means,n_clusters,30.0,VRC,1177.7663226686643,30
Apartments for Rent,K-Means,n_clusters,30.0,Silhouette,0.23310115533287176,30
Apartments for Rent,K-Means,n_clusters,30.0,SSE-Elbow,17107.163102111124,30
Apartments for Rent,K-Means,n_clusters,30.0,DB,1.4396848906126962,30
Apartments for Rent,K-Means,n_clusters,30.0,BIC,20135.715958231303,30
Apartments for Rent,K-Means,n_clusters,35.0,VRC,1110.592370969414,35
Apartments for Rent,K-Means,n_clusters,35.0,Silhouette,0.2325684602638918,35
Apartments for Rent,K-Means,n_clusters,35.0,SSE-Elbow,15807.444017539216,35
Apartments for Rent,K-Means,n_clusters,35.0,DB,1.4297310313420095,35
Apartments for Rent,K-Means,n_clusters,35.0,BIC,19342.287326895712,35
Apartments for Rent,K-Means,n_clusters,40.0,VRC,1046.323030646087,40
Apartments for Rent,K-Means,n_clusters,40.0,Silhouette,0.23160512744485137,40
Apartments for Rent,K-Means,n_clusters,40.0,SSE-Elbow,14851.992538663904,40
Apartments for Rent,K-Means,n_clusters,40.0,DB,1.4613246730135798,40
Apartments for Rent,K-Means,n_clusters,40.0,BIC,18893.11990286299,40
Apartments for Rent,K-Means,n_clusters,45.0,VRC,1001.2443252582672,45
Apartments for Rent,K-Means,n_clusters,45.0,Silhouette,0.2357817756024054,45
Apartments for Rent,K-Means,n_clusters,45.0,SSE-Elbow,13952.28677575731,45
Apartments for Rent,K-Means,n_clusters,45.0,DB,1.4357759425790362,45
Apartments for Rent,K-Means,n_clusters,45.0,BIC,18499.71872385273,45
Apartments for Rent,K-Means,n_clusters,50.0,VRC,957.3799835045156,50
Apartments for Rent,K-Means,n_clusters,50.0,Silhouette,0.23839253389362144,50
Apartments for Rent,K-Means,n_clusters,50.0,SSE-Elbow,13245.210751780643,50
Apartments for Rent,K-Means,n_clusters,50.0,DB,1.3847656669183726,50
Apartments for Rent,K-Means,n_clusters,50.0,BIC,18298.93573053444,50
Apartments for Rent,K-Means,n_clusters,55.0,VRC,931.0442491326238,55
Apartments for Rent,K-Means,n_clusters,55.0,Silhouette,0.24834030217075775,55
Apartments for Rent,K-Means,n_clusters,55.0,SSE-Elbow,12499.326255072574,55
Apartments for Rent,K-Means,n_clusters,55.0,DB,1.3672742309858548,55
Apartments for Rent,K-Means,n_clusters,55.0,BIC,18059.34426448476,55
Apartments for Rent,K-Means,n_clusters,60.0,VRC,900.5958627224636,60
Apartments for Rent,K-Means,n_clusters,60.0,Silhouette,0.2513447029054955,60
Apartments for Rent,K-Means,n_clusters,60.0,SSE-Elbow,11927.329268859245,60
Apartments for Rent,K-Means,n_clusters,60.0,DB,1.3967352288681454,60
Apartments for Rent,K-Means,n_clusters,60.0,BIC,17993.640308929844,60
Apartments for Rent,K-Means,n_clusters,65.0,VRC,873.7094517138929,65
Apartments for Rent,K-Means,n_clusters,65.0,Silhouette,0.25478968117576845,65
Apartments for Rent,K-Means,n_clusters,65.0,SSE-Elbow,11418.150238292594,65
Apartments for Rent,K-Means,n_clusters,65.0,DB,1.3780687170176429,65
Apartments for Rent,K-Means,n_clusters,65.0,BIC,17990.75430902158,65
Apartments for Rent,K-Means,n_clusters,70.0,VRC,848.3698625569581,70
Apartments for Rent,K-Means,n_clusters,70.0,Silhouette,0.25684726686611764,70
Apartments for Rent,K-Means,n_clusters,70.0,SSE-Elbow,10976.160759454888,70
Apartments for Rent,K-Means,n_clusters,70.0,DB,1.3615423344932,70
Apartments for Rent,K-Means,n_clusters,70.0,BIC,18055.057860842266,70
Apartments for Rent,K-Means,n_clusters,75.0,VRC,818.141810940621,75
Apartments for Rent,K-Means,n_clusters,75.0,Silhouette,0.2532809394563435,75
Apartments for Rent,K-Means,n_clusters,75.0,SSE-Elbow,10659.036754222274,75
Apartments for Rent,K-Means,n_clusters,75.0,DB,1.3836395932293315,75
Apartments for Rent,K-Means,n_clusters,75.0,BIC,18244.21276782852,75
Apartments for Rent,K-Means,n_clusters,80.0,VRC,794.6802718998896,80
Apartments for Rent,K-Means,n_clusters,80.0,Silhouette,0.26079725178403546,80
Apartments for Rent,K-Means,n_clusters,80.0,SSE-Elbow,10326.280671775208,80
Apartments for Rent,K-Means,n_clusters,80.0,DB,1.375337813071953,80
Apartments for Rent,K-Means,n_clusters,80.0,BIC,18417.763834479378,80
Apartments for Rent,K-Means,n_clusters,85.0,VRC,780.199717033673,85
Apartments for Rent,K-Means,n_clusters,85.0,Silhouette,0.26356243960449965,85
Apartments for Rent,K-Means,n_clusters,85.0,SSE-Elbow,9944.34902450758,85
Apartments for Rent,K-Means,n_clusters,85.0,DB,1.3505370618669614,85
Apartments for Rent,K-Means,n_clusters,85.0,BIC,18542.12521787014,85
Apartments for Rent,K-Means,n_clusters,90.0,VRC,763.2684196826094,90
Apartments for Rent,K-Means,n_clusters,90.0,Silhouette,0.26524732395835476,90
Apartments for Rent,K-Means,n_clusters,90.0,SSE-Elbow,9634.052840946772,90
Apartments for Rent,K-Means,n_clusters,90.0,DB,1.3439102380136267,90
Apartments for Rent,K-Means,n_clusters,90.0,BIC,18738.122064967734,90
Apartments for Rent,K-Means,n_clusters,95.0,VRC,743.5785968204016,95
Apartments for Rent,K-Means,n_clusters,95.0,Silhouette,0.2659829100069245,95
Apartments for Rent,K-Means,n_clusters,95.0,SSE-Elbow,9392.457172797123,95
Apartments for Rent,K-Means,n_clusters,95.0,DB,1.35331637281392,95
Apartments for Rent,K-Means,n_clusters,95.0,BIC,19002.819427476483,95
Apartments for Rent,K-Means,n_clusters,100.0,VRC,728.1526666456325,100
Apartments for Rent,K-Means,n_clusters,100.0,Silhouette,0.2677447482765127,100
Apartments for Rent,K-Means,n_clusters,100.0,SSE-Elbow,9137.269051015684,100
Apartments for Rent,K-Means,n_clusters,100.0,DB,1.3553188876271651,100
Apartments for Rent,K-Means,n_clusters,100.0,BIC,19253.924336353437,100
Apartments for Rent,K-Means,n_clusters,125.0,VRC,657.266873231454,125
Apartments for Rent,K-Means,n_clusters,125.0,Silhouette,0.2706414946971058,125
Apartments for Rent,K-Means,n_clusters,125.0,SSE-Elbow,8177.085326575005,125
Apartments for Rent,K-Means,n_clusters,125.0,DB,1.3406527851843897,125
Apartments for Rent,K-Means,n_clusters,125.0,BIC,20825.20576520473,125
Apartments for Rent,K-Means,n_clusters,150.0,VRC,617.3804940217509,150
Apartments for Rent,K-Means,n_clusters,150.0,Silhouette,0.2854247186447095,150
Apartments for Rent,K-Means,n_clusters,150.0,SSE-Elbow,7317.864947083613,150
Apartments for Rent,K-Means,n_clusters,150.0,DB,1.306064281140915,150
Apartments for Rent,K-Means,n_clusters,150.0,BIC,22497.429039222905,150
Apartments for Rent,K-Means,n_clusters,175.0,VRC,586.1464995614731,175
Apartments for Rent,K-Means,n_clusters,175.0,Silhouette,0.2866887449382174,175
Apartments for Rent,K-Means,n_clusters,175.0,SSE-Elbow,6647.736051942112,175
Apartments for Rent,K-Means,n_clusters,175.0,DB,1.2800041650932843,175
Apartments for Rent,K-Means,n_clusters,175.0,BIC,24358.78679715578,175
Apartments for Rent,K-Means,n_clusters,200.0,VRC,549.2008858237558,200
Apartments for Rent,K-Means,n_clusters,200.0,Silhouette,0.28696338484982886,200
Apartments for Rent,K-Means,n_clusters,200.0,SSE-Elbow,6225.424656827424,200
Apartments for Rent,K-Means,n_clusters,200.0,DB,1.2548972401226637,200
Apartments for Rent,K-Means,n_clusters,200.0,BIC,26467.94055533308,200
Apartments for Rent,K-Means,n_clusters,225.0,VRC,524.0534729294491,225
Apartments for Rent,K-Means,n_clusters,225.0,Silhouette,0.2776246178608439,225
Apartments for Rent,K-Means,n_clusters,225.0,SSE-Elbow,5815.145189422758,225
Apartments for Rent,K-Means,n_clusters,225.0,DB,1.244027442229071,225
Apartments for Rent,K-Means,n_clusters,225.0,BIC,28589.126241220387,225
Apartments for Rent,K-Means,n_clusters,250.0,VRC,507.4241858768835,250
Apartments for Rent,K-Means,n_clusters,250.0,Silhouette,0.28583181904877697,250
Apartments for Rent,K-Means,n_clusters,250.0,SSE-Elbow,5419.240585050518,250
Apartments for Rent,K-Means,n_clusters,250.0,DB,1.2406436660406055,250
Apartments for Rent,K-Means,n_clusters,250.0,BIC,30724.686790140127,250
Apartments for Rent,K-Means,n_clusters,275.0,VRC,491.0811154517323,275
Apartments for Rent,K-Means,n_clusters,275.0,Silhouette,0.291978466333879,275
Apartments for Rent,K-Means,n_clusters,275.0,SSE-Elbow,5098.6185927905835,275
Apartments for Rent,K-Means,n_clusters,275.0,DB,1.221495963239552,275
Apartments for Rent,K-Means,n_clusters,275.0,BIC,32935.52995117217,275
Apartments for Rent,K-Means,n_clusters,300.0,VRC,475.47541630688073,300
Apartments for Rent,K-Means,n_clusters,300.0,Silhouette,0.2942134953947844,300
Apartments for Rent,K-Means,n_clusters,300.0,SSE-Elbow,4831.336937028278,300
Apartments for Rent,K-Means,n_clusters,300.0,DB,1.2025546746902231,300
Apartments for Rent,K-Means,n_clusters,300.0,BIC,35199.71344870184,300
Apartments for Rent,K-Means,n_clusters,325.0,VRC,462.57127203460254,325
Apartments for Rent,K-Means,n_clusters,325.0,Silhouette,0.2983345638535151,325
Apartments for Rent,K-Means,n_clusters,325.0,SSE-Elbow,4586.760790575928,325
Apartments for Rent,K-Means,n_clusters,325.0,DB,1.1884115332786775,325
Apartments for Rent,K-Means,n_clusters,325.0,BIC,37486.60245554147,325
Apartments for Rent,K-Means,n_clusters,350.0,VRC,454.3092622716635,350
Apartments for Rent,K-Means,n_clusters,350.0,Silhouette,0.29939279064170243,350
Apartments for Rent,K-Means,n_clusters,350.0,SSE-Elbow,4339.353694940532,350
Apartments for Rent,K-Means,n_clusters,350.0,DB,1.1643481979349788,350
Apartments for Rent,K-Means,n_clusters,350.0,BIC,39770.660513198054,350
Apartments for Rent,K-Means,n_clusters,375.0,VRC,443.36466128712686,375
Apartments for Rent,K-Means,n_clusters,375.0,Silhouette,0.29855954311159827,375
Apartments for Rent,K-Means,n_clusters,375.0,SSE-Elbow,4149.410701432819,375
Apartments for Rent,K-Means,n_clusters,375.0,DB,1.1558407988161317,375
Apartments for Rent,K-Means,n_clusters,375.0,BIC,42112.18267298231,375
Apartments for Rent,K-Means,n_clusters,400.0,VRC,433.2582090817372,400
Apartments for Rent,K-Means,n_clusters,400.0,Silhouette,0.29899734984750465,400
Apartments for Rent,K-Means,n_clusters,400.0,SSE-Elbow,3979.1627771560225,400
Apartments for Rent,K-Means,n_clusters,400.0,DB,1.1539693502164858,400
Apartments for Rent,K-Means,n_clusters,400.0,BIC,44473.39990199749,400
Apartments for Rent,K-Means,n_clusters,425.0,VRC,429.6910140744136,425
Apartments for Rent,K-Means,n_clusters,425.0,Silhouette,0.300246740614202,425
Apartments for Rent,K-Means,n_clusters,425.0,SSE-Elbow,3776.359336978093,425
Apartments for Rent,K-Means,n_clusters,425.0,DB,1.1298358371368706,425
Apartments for Rent,K-Means,n_clusters,425.0,BIC,46802.05041190951,425
Apartments for Rent,K-Means,n_clusters,450.0,VRC,423.3063464377992,450
Apartments for Rent,K-Means,n_clusters,450.0,Silhouette,0.30544926200064365,450
Apartments for Rent,K-Means,n_clusters,450.0,SSE-Elbow,3618.270695462262,450
Apartments for Rent,K-Means,n_clusters,450.0,DB,1.1189359386106144,450
Apartments for Rent,K-Means,n_clusters,450.0,BIC,49175.438126887675,450
Apartments for Rent,K-Means,n_clusters,475.0,VRC,417.53083809316377,475
Apartments for Rent,K-Means,n_clusters,475.0,Silhouette,0.30684157301163567,475
Apartments for Rent,K-Means,n_clusters,475.0,SSE-Elbow,3472.6700768824903,475
Apartments for Rent,K-Means,n_clusters,475.0,DB,1.1188095137411918,475
Apartments for Rent,K-Means,n_clusters,475.0,BIC,51561.302661599875,475
Apartments for Rent,K-Means,n_clusters,500.0,VRC,410.4704417817706,500
Apartments for Rent,K-Means,n_clusters,500.0,Silhouette,0.3086903254836705,500
Apartments for Rent,K-Means,n_clusters,500.0,SSE-Elbow,3352.1474045275127,500
Apartments for Rent,K-Means,n_clusters,500.0,DB,1.1141230847769734,500
Apartments for Rent,K-Means,n_clusters,500.0,BIC,53972.23393933485,500
Apartments for Rent,K-Means,n_clusters,525.0,VRC,407.39496138396754,525
Apartments for Rent,K-Means,n_clusters,525.0,Silhouette,0.3150231867343831,525
Apartments for Rent,K-Means,n_clusters,525.0,SSE-Elbow,3213.9045387070846,525
Apartments for Rent,K-Means,n_clusters,525.0,DB,1.0961949225101588,525
Apartments for Rent,K-Means,n_clusters,525.0,BIC,56365.461817188465,525
Apartments for Rent,K-Means,n_clusters,550.0,VRC,403.5112035646,550
Apartments for Rent,K-Means,n_clusters,550.0,Silhouette,0.3140882401874304,550
Apartments for Rent,K-Means,n_clusters,550.0,SSE-Elbow,3094.1655695652007,550
Apartments for Rent,K-Means,n_clusters,550.0,DB,1.080616097804213,550
Apartments for Rent,K-Means,n_clusters,550.0,BIC,58776.97427488179,550
Apartments for Rent,K-Means,n_clusters,575.0,VRC,398.6302945023312,575
Apartments for Rent,K-Means,n_clusters,575.0,Silhouette,0.3152137931595469,575
Apartments for Rent,K-Means,n_clusters,575.0,SSE-Elbow,2991.650155522126,575
Apartments for Rent,K-Means,n_clusters,575.0,DB,1.0655566675892312,575
Apartments for Rent,K-Means,n_clusters,575.0,BIC,61206.14335340741,575
Apartments for Rent,K-Means,n_clusters,600.0,VRC,395.8770624231211,600
Apartments for Rent,K-Means,n_clusters,600.0,Silhouette,0.317151809750639,600
Apartments for Rent,K-Means,n_clusters,600.0,SSE-Elbow,2883.302020163737,600
Apartments for Rent,K-Means,n_clusters,600.0,DB,1.048824745976799,600
Apartments for Rent,K-Means,n_clusters,600.0,BIC,63629.260371341006,600
Apartments for Rent,K-Means,n_clusters,625.0,VRC,393.28314284875273,625
Apartments for Rent,K-Means,n_clusters,625.0,Silhouette,0.320522295007062,625
Apartments for Rent,K-Means,n_clusters,625.0,SSE-Elbow,2782.4270912596826,625
Apartments for Rent,K-Means,n_clusters,625.0,DB,1.0377044199469103,625
Apartments for Rent,K-Means,n_clusters,625.0,BIC,66059.84752920455,625
Apartments for Rent,K-Means,n_clusters,650.0,VRC,392.6623079420584,650
Apartments for Rent,K-Means,n_clusters,650.0,Silhouette,0.3237266146580383,650
Apartments for Rent,K-Means,n_clusters,650.0,SSE-Elbow,2676.169848640137,650
Apartments for Rent,K-Means,n_clusters,650.0,DB,1.0264775742983634,650
Apartments for Rent,K-Means,n_clusters,650.0,BIC,68485.05543987697,650
Apartments for Rent,K-Means,n_clusters,675.0,VRC,390.0178987828714,675
Apartments for Rent,K-Means,n_clusters,675.0,Silhouette,0.3231731095309778,675
Apartments for Rent,K-Means,n_clusters,675.0,SSE-Elbow,2590.428592466601,675
Apartments for Rent,K-Means,n_clusters,675.0,DB,1.019802538991304,675
Apartments for Rent,K-Means,n_clusters,675.0,BIC,70930.77933699543,675
Apartments for Rent,K-Means,n_clusters,700.0,VRC,387.26245026481416,700
Apartments for Rent,K-Means,n_clusters,700.0,Silhouette,0.3234599056252956,700
Apartments for Rent,K-Means,n_clusters,700.0,SSE-Elbow,2511.4708390756946,700
Apartments for Rent,K-Means,n_clusters,700.0,DB,1.0089625862924685,700
Apartments for Rent,K-Means,n_clusters,700.0,BIC,73383.28673689648,700
Apartments for Rent,K-Means,n_clusters,725.0,VRC,385.4367772984627,725
Apartments for Rent,K-Means,n_clusters,725.0,Silhouette,0.3265026877362399,725
Apartments for Rent,K-Means,n_clusters,725.0,SSE-Elbow,2432.2678907521113,725
Apartments for Rent,K-Means,n_clusters,725.0,DB,0.9925288729813811,725
Apartments for Rent,K-Means,n_clusters,725.0,BIC,75835.5489418649,725
Apartments for Rent,K-Means,n_clusters,750.0,VRC,383.94864663569774,750
Apartments for Rent,K-Means,n_clusters,750.0,Silhouette,0.3268995079232425,750
Apartments for Rent,K-Means,n_clusters,750.0,SSE-Elbow,2356.23288516152,750
Apartments for Rent,K-Means,n_clusters,750.0,DB,0.9828880224573217,750
Apartments for Rent,K-Means,n_clusters,750.0,BIC,78290.97908956626,750
Apartments for Rent,K-Means,n_clusters,775.0,VRC,382.112865465677,775
Apartments for Rent,K-Means,n_clusters,775.0,Silhouette,0.3276024164228436,775
Apartments for Rent,K-Means,n_clusters,775.0,SSE-Elbow,2287.0035433948633,775
Apartments for Rent,K-Means,n_clusters,775.0,DB,0.9780091528548516,775
Apartments for Rent,K-Means,n_clusters,775.0,BIC,80753.21490109159,775
Apartments for Rent,K-Means,n_clusters,800.0,VRC,381.64557922843306,800
Apartments for Rent,K-Means,n_clusters,800.0,Silhouette,0.3286159200394757,800
Apartments for Rent,K-Means,n_clusters,800.0,SSE-Elbow,2214.292534051336,800
Apartments for Rent,K-Means,n_clusters,800.0,DB,0.961426067783934,800
Apartments for Rent,K-Means,n_clusters,800.0,BIC,83211.97211156442,800
Apartments for Rent,K-Means,n_clusters,825.0,VRC,380.62444720586166,825
Apartments for Rent,K-Means,n_clusters,825.0,Silhouette,0.32964212038383467,825
Apartments for Rent,K-Means,n_clusters,825.0,SSE-Elbow,2148.892177487655,825
Apartments for Rent,K-Means,n_clusters,825.0,DB,0.9521517040931484,825
Apartments for Rent,K-Means,n_clusters,825.0,BIC,85678.03690829269,825
Apartments for Rent,K-Means,n_clusters,850.0,VRC,377.98212175494746,850
Apartments for Rent,K-Means,n_clusters,850.0,Silhouette,0.3282570544656462,850
Apartments for Rent,K-Means,n_clusters,850.0,SSE-Elbow,2095.9422922481695,850
Apartments for Rent,K-Means,n_clusters,850.0,DB,0.9455173859813848,850
Apartments for Rent,K-Means,n_clusters,850.0,BIC,88156.5521763452,850
Apartments for Rent,K-Means,n_clusters,875.0,VRC,377.60089478380183,875
Apartments for Rent,K-Means,n_clusters,875.0,Silhouette,0.33015920379644204,875
Apartments for Rent,K-Means,n_clusters,875.0,SSE-Elbow,2034.1455172278445,875
Apartments for Rent,K-Means,n_clusters,875.0,DB,0.9372422194617356,875
Apartments for Rent,K-Means,n_clusters,875.0,BIC,90626.22055461684,875
Apartments for Rent,K-Means,n_clusters,900.0,VRC,376.0783904269985,900
Apartments for Rent,K-Means,n_clusters,900.0,Silhouette,0.3295520780653846,900
Apartments for Rent,K-Means,n_clusters,900.0,SSE-Elbow,1981.532231133399,900
Apartments for Rent,K-Means,n_clusters,900.0,DB,0.9269077417026086,900
Apartments for Rent,K-Means,n_clusters,900.0,BIC,93105.0634286162,900
Apartments for Rent,K-Means,n_clusters,925.0,VRC,375.5102181142303,925
Apartments for Rent,K-Means,n_clusters,925.0,Silhouette,0.33011518686395114,925
Apartments for Rent,K-Means,n_clusters,925.0,SSE-Elbow,1926.9142985099468,925
Apartments for Rent,K-Means,n_clusters,925.0,DB,0.9257988244234856,925
Apartments for Rent,K-Means,n_clusters,925.0,BIC,95581.9196424829,925
Apartments for Rent,K-Means,n_clusters,950.0,VRC,374.9003156226701,950
Apartments for Rent,K-Means,n_clusters,950.0,Silhouette,0.3276981083863433,950
Apartments for Rent,K-Means,n_clusters,950.0,SSE-Elbow,1875.304779438948,950
Apartments for Rent,K-Means,n_clusters,950.0,DB,0.9241293717659894,950
Apartments for Rent,K-Means,n_clusters,950.0,BIC,98061.77527670386,950
Apartments for Rent,K-Means,n_clusters,975.0,VRC,372.4331110870851,975
Apartments for Rent,K-Means,n_clusters,975.0,Silhouette,0.3271360442148759,975
Apartments for Rent,K-Means,n_clusters,975.0,SSE-Elbow,1835.159041885307,975
Apartments for Rent,K-Means,n_clusters,975.0,DB,0.9257338340515536,975
Apartments for Rent,K-Means,n_clusters,975.0,BIC,100553.0946924422,975
Apartments for Rent,K-Means,n_clusters,1000.0,VRC,371.7218481090895,1000
Apartments for Rent,K-Means,n_clusters,1000.0,Silhouette,0.3266785992867384,1000
Apartments for Rent,K-Means,n_clusters,1000.0,SSE-Elbow,1788.7819809142577,1000
Apartments for Rent,K-Means,n_clusters,1000.0,DB,0.9180834568099212,1000
Apartments for Rent,K-Means,n_clusters,1000.0,BIC,103038.18278476312,1000
Apartments for Rent,OPTICS,min_samples,2.0,VRC,5.239685554857997,2522
Apartments for Rent,OPTICS,min_samples,2.0,Silhouette,0.10720220549589674,2522
Apartments for Rent,OPTICS,min_samples,2.0,SSE-Elbow,459.1393183268062,2522
Apartments for Rent,OPTICS,min_samples,2.0,DB,1.192982842909165,2522
Apartments for Rent,OPTICS,min_samples,2.0,BIC,255824.13736017444,2522
Apartments for Rent,OPTICS,min_samples,7.0,VRC,17.073636503403506,320
Apartments for Rent,OPTICS,min_samples,7.0,Silhouette,-0.18727317343093716,320
Apartments for Rent,OPTICS,min_samples,7.0,SSE-Elbow,4642.078876507211,320
Apartments for Rent,OPTICS,min_samples,7.0,DB,1.2578217500027176,320
Apartments for Rent,OPTICS,min_samples,7.0,BIC,37035.627510814345,320
Apartments for Rent,OPTICS,min_samples,12.0,VRC,29.485120323647216,162
Apartments for Rent,OPTICS,min_samples,12.0,Silhouette,-0.18251286363084773,162
Apartments for Rent,OPTICS,min_samples,12.0,SSE-Elbow,6957.52836577694,162
Apartments for Rent,OPTICS,min_samples,12.0,DB,1.2698656185911483,162
Apartments for Rent,OPTICS,min_samples,12.0,BIC,23352.21723127879,162
Apartments for Rent,OPTICS,min_samples,17.0,VRC,42.96942597718847,101
Apartments for Rent,OPTICS,min_samples,17.0,Silhouette,-0.21346617250416863,101
Apartments for Rent,OPTICS,min_samples,17.0,SSE-Elbow,9122.864840738755,101
Apartments for Rent,OPTICS,min_samples,17.0,DB,1.2781187943689738,101
Apartments for Rent,OPTICS,min_samples,17.0,BIC,19340.77873220819,101
Apartments for Rent,OPTICS,min_samples,22.0,VRC,49.687259188661315,75
Apartments for Rent,OPTICS,min_samples,22.0,Silhouette,-0.238144684395094,75
Apartments for Rent,OPTICS,min_samples,22.0,SSE-Elbow,10659.036754222274,75
Apartments for Rent,OPTICS,min_samples,22.0,DB,1.307497497583448,75
Apartments for Rent,OPTICS,min_samples,22.0,BIC,18244.21276782852,75
Apartments for Rent,OPTICS,min_samples,27.0,VRC,55.93633907035172,54
Apartments for Rent,OPTICS,min_samples,27.0,Silhouette,-0.2606656460000018,54
Apartments for Rent,OPTICS,min_samples,27.0,SSE-Elbow,12540.66511322626,54
Apartments for Rent,OPTICS,min_samples,27.0,DB,1.2881311767966612,54
Apartments for Rent,OPTICS,min_samples,27.0,BIC,17999.424516506777,54
Apartments for Rent,OPTICS,min_samples,32.0,VRC,80.08000594142484,40
Apartments for Rent,OPTICS,min_samples,32.0,Silhouette,-0.24223855325225255,40
Apartments for Rent,OPTICS,min_samples,32.0,SSE-Elbow,14851.992538663904,40
Apartments for Rent,OPTICS,min_samples,32.0,DB,1.2275571167020174,40
Apartments for Rent,OPTICS,min_samples,32.0,BIC,18893.11990286299,40
Apartments for Rent,OPTICS,min_samples,37.0,VRC,100.6732787017132,35
Apartments for Rent,OPTICS,min_samples,37.0,Silhouette,-0.2053495668088509,35
Apartments for Rent,OPTICS,min_samples,37.0,SSE-Elbow,15807.444017539216,35
Apartments for Rent,OPTICS,min_samples,37.0,DB,1.2983781652245692,35
Apartments for Rent,OPTICS,min_samples,37.0,BIC,19342.287326895712,35
Apartments for Rent,OPTICS,min_samples,42.0,VRC,103.02316183620307,28
Apartments for Rent,OPTICS,min_samples,42.0,Silhouette,-0.22868450407211344,28
Apartments for Rent,OPTICS,min_samples,42.0,SSE-Elbow,17501.70276763788,28
Apartments for Rent,OPTICS,min_samples,42.0,DB,1.251127514219607,28
Apartments for Rent,OPTICS,min_samples,42.0,BIC,20327.73841149475,28
Apartments for Rent,OPTICS,min_samples,47.0,VRC,139.04686886261672,20
Apartments for Rent,OPTICS,min_samples,47.0,Silhouette,-0.20277725258352455,20
Apartments for Rent,OPTICS,min_samples,47.0,SSE-Elbow,20369.12736405091,20
Apartments for Rent,OPTICS,min_samples,47.0,DB,1.2559135235632812,20
Apartments for Rent,OPTICS,min_samples,47.0,BIC,22385.06081771857,20
Apartments for Rent,OPTICS,min_samples,52.0,VRC,184.48105817799777,19
Apartments for Rent,OPTICS,min_samples,52.0,Silhouette,-0.13492725398241656,19
Apartments for Rent,OPTICS,min_samples,52.0,SSE-Elbow,21044.33478538248,19
Apartments for Rent,OPTICS,min_samples,52.0,DB,1.2857199359467115,19
Apartments for Rent,OPTICS,min_samples,52.0,BIC,22959.027340570326,19
Apartments for Rent,OPTICS,min_samples,57.0,VRC,182.6471317999479,18
Apartments for Rent,OPTICS,min_samples,57.0,Silhouette,-0.1200631035897234,18
Apartments for Rent,OPTICS,min_samples,57.0,SSE-Elbow,21542.666980106605,18
Apartments for Rent,OPTICS,min_samples,57.0,DB,1.208103819975075,18
Apartments for Rent,OPTICS,min_samples,57.0,BIC,23356.10654657103,18
Apartments for Rent,OPTICS,min_samples,62.0,VRC,182.13325057654708,16
Apartments for Rent,OPTICS,min_samples,62.0,Silhouette,-0.09217027337631312,16
Apartments for Rent,OPTICS,min_samples,62.0,SSE-Elbow,24160.255170613254,16
Apartments for Rent,OPTICS,min_samples,62.0,DB,1.1729003029447278,16
Apartments for Rent,OPTICS,min_samples,62.0,BIC,25771.148837403303,16
Apartments for Rent,OPTICS,min_samples,67.0,VRC,151.84516059087517,16
Apartments for Rent,OPTICS,min_samples,67.0,Silhouette,-0.13841822956605604,16
Apartments for Rent,OPTICS,min_samples,67.0,SSE-Elbow,24160.255170613254,16
Apartments for Rent,OPTICS,min_samples,67.0,DB,1.1564472094669154,16
Apartments for Rent,OPTICS,min_samples,67.0,BIC,25771.148837403303,16
Apartments for Rent,OPTICS,min_samples,72.0,VRC,152.31841432323537,13
Apartments for Rent,OPTICS,min_samples,72.0,Silhouette,-0.16354468731431113,13
Apartments for Rent,OPTICS,min_samples,72.0,SSE-Elbow,26249.88401117952,13
Apartments for Rent,OPTICS,min_samples,72.0,DB,1.2027063151468271,13
Apartments for Rent,OPTICS,min_samples,72.0,BIC,27557.04056306122,13
Apartments for Rent,OPTICS,min_samples,77.0,VRC,193.62022660744577,13
Apartments for Rent,OPTICS,min_samples,77.0,Silhouette,-0.11305440579923708,13
Apartments for Rent,OPTICS,min_samples,77.0,SSE-Elbow,26249.88401117952,13
Apartments for Rent,OPTICS,min_samples,77.0,DB,1.1975745781160336,13
Apartments for Rent,OPTICS,min_samples,77.0,BIC,27557.04056306122,13
Apartments for Rent,OPTICS,min_samples,82.0,VRC,156.64384395328693,10
Apartments for Rent,OPTICS,min_samples,82.0,Silhouette,-0.16718713694582263,10
Apartments for Rent,OPTICS,min_samples,82.0,SSE-Elbow,29440.033770134625,10
Apartments for Rent,OPTICS,min_samples,82.0,DB,1.2239485763410358,10
Apartments for Rent,OPTICS,min_samples,82.0,BIC,30443.39727293756,10
Apartments for Rent,OPTICS,min_samples,87.0,VRC,237.789895675468,7
Apartments for Rent,OPTICS,min_samples,87.0,Silhouette,-0.09753534161403224,7
Apartments for Rent,OPTICS,min_samples,87.0,SSE-Elbow,36937.38385510483,7
Apartments for Rent,OPTICS,min_samples,87.0,DB,1.2440179692711135,7
Apartments for Rent,OPTICS,min_samples,87.0,BIC,37636.96806209129,7
Apartments for Rent,OPTICS,min_samples,92.0,VRC,152.32757508451425,5
Apartments for Rent,OPTICS,min_samples,92.0,Silhouette,-0.14881575482237483,5
Apartments for Rent,OPTICS,min_samples,92.0,SSE-Elbow,40708.44894279665,5
Apartments for Rent,OPTICS,min_samples,92.0,DB,1.2708070273474914,5
