Dataset,Algorithm,Hyper-parameter name,Hyper-parameter value,Metric name,Metric value,Num clusters
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,62.0,DB,0.573920171057833,4
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,62.0,BIC,1836536.107946012,4
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,67.0,VRC,3704.543481429235,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,67.0,Silhouette,0.3213081252252922,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,67.0,SSE-Elbow,2283654.598912714,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,67.0,DB,0.5778892494380244,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,67.0,BIC,2283885.6376625453,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,72.0,VRC,4373.37249444165,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,72.0,Silhouette,0.3303522631550111,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,72.0,SSE-Elbow,2283654.598912714,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,72.0,DB,0.5775517716314005,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,72.0,BIC,2283885.6376625453,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,77.0,VRC,4793.914404773689,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,77.0,Silhouette,0.33596504975886304,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,77.0,SSE-Elbow,2283654.598912714,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,77.0,DB,0.5841683002235942,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,77.0,BIC,2283885.6376625453,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,82.0,VRC,4793.914404773689,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,82.0,Silhouette,0.33596504975886304,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,82.0,SSE-Elbow,2283654.598912714,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,82.0,DB,0.5841683002235942,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,82.0,BIC,2283885.6376625453,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,87.0,VRC,4793.914404773689,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,87.0,Silhouette,0.33596504975886304,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,87.0,SSE-Elbow,2283654.598912714,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,87.0,DB,0.5841683002235942,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,87.0,BIC,2283885.6376625453,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,92.0,VRC,4070.454597882386,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,92.0,Silhouette,0.32629425245977656,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,92.0,SSE-Elbow,2283654.598912714,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,92.0,DB,0.5771800088657202,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,92.0,BIC,2283885.6376625453,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,97.0,VRC,4338.571489822804,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,97.0,Silhouette,0.329889679448205,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,97.0,SSE-Elbow,2283654.598912714,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,97.0,DB,0.5774222178966769,2
TV News Channel Commercial Detection Dataset,OPTICS,min_samples,97.0,BIC,2283885.6376625453,2
TV News Channel Commercial Detection Dataset,dbscan,eps,0.1,VRC,1595.088085093003,4
TV News Channel Commercial Detection Dataset,dbscan,eps,0.1,Silhouette,0.2538963336661285,4
TV News Channel Commercial Detection Dataset,dbscan,eps,0.1,SSE-Elbow,1836065.089634576,4
TV News Channel Commercial Detection Dataset,dbscan,eps,0.1,DB,0.5486002676463239,4
TV News Channel Commercial Detection Dataset,dbscan,eps,0.1,BIC,1836536.107946012,4
TV News Channel Commercial Detection Dataset,dbscan,eps,0.2,VRC,321.4426991755195,16
TV News Channel Commercial Detection Dataset,dbscan,eps,0.2,Silhouette,-0.4258191123424709,16
TV News Channel Commercial Detection Dataset,dbscan,eps,0.2,SSE-Elbow,969375.9774182796,16
TV News Channel Commercial Detection Dataset,dbscan,eps,0.2,DB,1.4905554904166256,16
TV News Channel Commercial Detection Dataset,dbscan,eps,0.2,BIC,971313.693685506,16
TV News Channel Commercial Detection Dataset,dbscan,eps,0.30000000000000004,VRC,89.40431953590888,57
TV News Channel Commercial Detection Dataset,dbscan,eps,0.30000000000000004,Silhouette,-0.5491890242150843,57
TV News Channel Commercial Detection Dataset,dbscan,eps,0.30000000000000004,SSE-Elbow,614128.7185530863,57
TV News Channel Commercial Detection Dataset,dbscan,eps,0.30000000000000004,DB,1.4758985252275167,57
TV News Channel Commercial Detection Dataset,dbscan,eps,0.30000000000000004,BIC,621063.8857879334,57
TV News Channel Commercial Detection Dataset,dbscan,eps,0.4,VRC,41.08690480883196,138
TV News Channel Commercial Detection Dataset,dbscan,eps,0.4,Silhouette,-0.5850059871964058,138
TV News Channel Commercial Detection Dataset,dbscan,eps,0.4,SSE-Elbow,452757.56927180703,138
TV News Channel Commercial Detection Dataset,dbscan,eps,0.4,DB,1.4121349993840453,138
TV News Channel Commercial Detection Dataset,dbscan,eps,0.4,BIC,469564.9269884029,138
TV News Channel Commercial Detection Dataset,dbscan,eps,0.5,VRC,24.797137415399817,300
TV News Channel Commercial Detection Dataset,dbscan,eps,0.5,Silhouette,-0.5863500141345005,300
TV News Channel Commercial Detection Dataset,dbscan,eps,0.5,SSE-Elbow,349898.9564490122,300
TV News Channel Commercial Detection Dataset,dbscan,eps,0.5,DB,1.2961095063189292,300
TV News Channel Commercial Detection Dataset,dbscan,eps,0.5,BIC,386450.5646261936,300
TV News Channel Commercial Detection Dataset,dbscan,eps,0.6,VRC,19.9756460125194,478
TV News Channel Commercial Detection Dataset,dbscan,eps,0.6,Silhouette,-0.5712315667965382,478
TV News Channel Commercial Detection Dataset,dbscan,eps,0.6,SSE-Elbow,297618.2112910605,478
TV News Channel Commercial Detection Dataset,dbscan,eps,0.6,DB,1.300921028258426,478
TV News Channel Commercial Detection Dataset,dbscan,eps,0.6,BIC,355864.1683175422,478
TV News Channel Commercial Detection Dataset,dbscan,eps,0.7000000000000001,VRC,19.3870503726867,706
TV News Channel Commercial Detection Dataset,dbscan,eps,0.7000000000000001,Silhouette,-0.5316391606405066,706
TV News Channel Commercial Detection Dataset,dbscan,eps,0.7000000000000001,SSE-Elbow,259148.4178097233,706
TV News Channel Commercial Detection Dataset,dbscan,eps,0.7000000000000001,DB,1.3419729482522282,706
TV News Channel Commercial Detection Dataset,dbscan,eps,0.7000000000000001,BIC,345182.3118620147,706
TV News Channel Commercial Detection Dataset,dbscan,eps,0.8,VRC,22.253133360688537,823
TV News Channel Commercial Detection Dataset,dbscan,eps,0.8,Silhouette,-0.49746425451023446,823
TV News Channel Commercial Detection Dataset,dbscan,eps,0.8,SSE-Elbow,244436.95308559804,823
TV News Channel Commercial Detection Dataset,dbscan,eps,0.8,DB,1.3785231962219018,823
TV News Channel Commercial Detection Dataset,dbscan,eps,0.8,BIC,344730.4773290468,823
TV News Channel Commercial Detection Dataset,dbscan,eps,0.9,VRC,26.175950129343725,955
TV News Channel Commercial Detection Dataset,dbscan,eps,0.9,Silhouette,-0.4598956294224367,955
TV News Channel Commercial Detection Dataset,dbscan,eps,0.9,SSE-Elbow,231027.1732523284,955
TV News Channel Commercial Detection Dataset,dbscan,eps,0.9,DB,1.3947578503969078,955
TV News Channel Commercial Detection Dataset,dbscan,eps,0.9,BIC,347408.3946658265,955
TV News Channel Commercial Detection Dataset,dbscan,eps,1.0,VRC,31.246031324457903,979
TV News Channel Commercial Detection Dataset,dbscan,eps,1.0,Silhouette,-0.43785584026873525,979
TV News Channel Commercial Detection Dataset,dbscan,eps,1.0,SSE-Elbow,229151.17178845347,979
TV News Channel Commercial Detection Dataset,dbscan,eps,1.0,DB,1.4309727890159956,979
TV News Channel Commercial Detection Dataset,dbscan,eps,1.0,BIC,348457.4763679337,979
TV News Channel Commercial Detection Dataset,dbscan,eps,1.1,VRC,39.757625682551506,919
TV News Channel Commercial Detection Dataset,dbscan,eps,1.1,Silhouette,-0.415421587264506,919
TV News Channel Commercial Detection Dataset,dbscan,eps,1.1,SSE-Elbow,234274.3042999582,919
TV News Channel Commercial Detection Dataset,dbscan,eps,1.1,DB,1.4404089291195477,919
TV News Channel Commercial Detection Dataset,dbscan,eps,1.1,BIC,346268.0010578877,919
TV News Channel Commercial Detection Dataset,dbscan,eps,1.2000000000000002,VRC,50.30824912501828,848
TV News Channel Commercial Detection Dataset,dbscan,eps,1.2000000000000002,Silhouette,-0.3911413629681408,848
TV News Channel Commercial Detection Dataset,dbscan,eps,1.2000000000000002,SSE-Elbow,241564.24132303463,848
TV News Channel Commercial Detection Dataset,dbscan,eps,1.2000000000000002,DB,1.4614764682799326,848
TV News Channel Commercial Detection Dataset,dbscan,eps,1.2000000000000002,BIC,344904.58842027705,848
TV News Channel Commercial Detection Dataset,dbscan,eps,1.3000000000000005,VRC,60.756640370434674,777
TV News Channel Commercial Detection Dataset,dbscan,eps,1.3000000000000005,Silhouette,-0.3700814929438693,777
TV News Channel Commercial Detection Dataset,dbscan,eps,1.3000000000000005,SSE-Elbow,250213.60127600064,777
TV News Channel Commercial Detection Dataset,dbscan,eps,1.3000000000000005,DB,1.453695855851929,777
TV News Channel Commercial Detection Dataset,dbscan,eps,1.3000000000000005,BIC,344900.79285626044,777
TV News Channel Commercial Detection Dataset,dbscan,eps,1.4,VRC,70.49850545422879,675
TV News Channel Commercial Detection Dataset,dbscan,eps,1.4,Silhouette,-0.35644333242144105,675
TV News Channel Commercial Detection Dataset,dbscan,eps,1.4,SSE-Elbow,263705.7806073133,675
TV News Channel Commercial Detection Dataset,dbscan,eps,1.4,DB,1.4448041226230577,675
TV News Channel Commercial Detection Dataset,dbscan,eps,1.4,BIC,345961.4878928881,675
TV News Channel Commercial Detection Dataset,dbscan,eps,1.5000000000000002,VRC,81.64696574997288,592
TV News Channel Commercial Detection Dataset,dbscan,eps,1.5000000000000002,Silhouette,-0.3448684666591973,592
TV News Channel Commercial Detection Dataset,dbscan,eps,1.5000000000000002,SSE-Elbow,276591.12435711623,592
TV News Channel Commercial Detection Dataset,dbscan,eps,1.5000000000000002,DB,1.446685455716394,592
TV News Channel Commercial Detection Dataset,dbscan,eps,1.5000000000000002,BIC,348731.0620755461,592
TV News Channel Commercial Detection Dataset,dbscan,eps,1.6,VRC,91.96115896539187,501
TV News Channel Commercial Detection Dataset,dbscan,eps,1.6,Silhouette,-0.3224054854346591,501
TV News Channel Commercial Detection Dataset,dbscan,eps,1.6,SSE-Elbow,293275.04016540473,501
TV News Channel Commercial Detection Dataset,dbscan,eps,1.6,DB,1.4335667444223743,501
TV News Channel Commercial Detection Dataset,dbscan,eps,1.6,BIC,354324.1182966295,501
TV News Channel Commercial Detection Dataset,dbscan,eps,1.7000000000000002,VRC,105.39931058486629,417
TV News Channel Commercial Detection Dataset,dbscan,eps,1.7000000000000002,Silhouette,-0.31966438143302967,417
TV News Channel Commercial Detection Dataset,dbscan,eps,1.7000000000000002,SSE-Elbow,312681.87701181386,417
TV News Channel Commercial Detection Dataset,dbscan,eps,1.7000000000000002,DB,1.3829438968655396,417
TV News Channel Commercial Detection Dataset,dbscan,eps,1.7000000000000002,BIC,363493.2058849414,417
TV News Channel Commercial Detection Dataset,dbscan,eps,1.8000000000000005,VRC,110.20335939817735,357
TV News Channel Commercial Detection Dataset,dbscan,eps,1.8000000000000005,Silhouette,-0.29760291333728234,357
TV News Channel Commercial Detection Dataset,dbscan,eps,1.8000000000000005,SSE-Elbow,331034.34679542197,357
TV News Channel Commercial Detection Dataset,dbscan,eps,1.8000000000000005,DB,1.359130650259491,357
TV News Channel Commercial Detection Dataset,dbscan,eps,1.8000000000000005,BIC,374533.20232002746,357
TV News Channel Commercial Detection Dataset,dbscan,eps,1.9,VRC,120.4124445112208,317
TV News Channel Commercial Detection Dataset,dbscan,eps,1.9,Silhouette,-0.27188012736018957,317
TV News Channel Commercial Detection Dataset,dbscan,eps,1.9,SSE-Elbow,345040.1139308347,317
TV News Channel Commercial Detection Dataset,dbscan,eps,1.9,DB,1.3924782253807817,317
TV News Channel Commercial Detection Dataset,dbscan,eps,1.9,BIC,383663.81268779986,317
TV News Channel Commercial Detection Dataset,dbscan,eps,2.0,VRC,129.51717245449032,274
TV News Channel Commercial Detection Dataset,dbscan,eps,2.0,Silhouette,-0.22644580508455933,274
TV News Channel Commercial Detection Dataset,dbscan,eps,2.0,SSE-Elbow,360664.50461359613,274
TV News Channel Commercial Detection Dataset,dbscan,eps,2.0,DB,1.3776107051291702,274
TV News Channel Commercial Detection Dataset,dbscan,eps,2.0,BIC,394047.4283988958,274
Heart Failure,Agglomerative,n_clusters,2.0,VRC,27.270314412721117,2
Heart Failure,Agglomerative,n_clusters,2.0,Silhouette,0.1457868030191755,2
Heart Failure,Agglomerative,n_clusters,2.0,SSE-Elbow,2175.813658446423,2
Heart Failure,Agglomerative,n_clusters,2.0,DB,2.6523514644494894,2
Heart Failure,Agglomerative,n_clusters,2.0,BIC,2318.324747781192,2
Heart Failure,Agglomerative,n_clusters,7.0,VRC,27.37456980866235,7
Heart Failure,Agglomerative,n_clusters,7.0,Silhouette,0.08341695040954167,7
Heart Failure,Agglomerative,n_clusters,7.0,SSE-Elbow,1477.5137516016366,7
Heart Failure,Agglomerative,n_clusters,7.0,DB,1.8201011726309209,7
Heart Failure,Agglomerative,n_clusters,7.0,BIC,1990.5536732067983,7
Heart Failure,Agglomerative,n_clusters,12.0,VRC,24.688457450729473,12
Heart Failure,Agglomerative,n_clusters,12.0,Silhouette,0.08891493129128675,12
Heart Failure,Agglomerative,n_clusters,12.0,SSE-Elbow,1195.343211835795,12
Heart Failure,Agglomerative,n_clusters,12.0,DB,1.7351298564783917,12
Heart Failure,Agglomerative,n_clusters,12.0,BIC,2078.911965711352,12
Heart Failure,Agglomerative,n_clusters,17.0,VRC,21.953876294464074,17
Heart Failure,Agglomerative,n_clusters,17.0,Silhouette,0.09769540785831854,17
Heart Failure,Agglomerative,n_clusters,17.0,SSE-Elbow,1081.2334318550538,17
Heart Failure,Agglomerative,n_clusters,17.0,DB,1.7226925743482908,17
Heart Failure,Agglomerative,n_clusters,17.0,BIC,2335.3310180010044,17
Heart Failure,Agglomerative,n_clusters,22.0,VRC,19.892898124759306,22
Heart Failure,Agglomerative,n_clusters,22.0,Silhouette,0.10136455801461804,22
Heart Failure,Agglomerative,n_clusters,22.0,SSE-Elbow,998.1669832664954,22
Heart Failure,Agglomerative,n_clusters,22.0,DB,1.5601909073194442,22
Heart Failure,Agglomerative,n_clusters,22.0,BIC,2622.7934016828412,22
Heart Failure,Agglomerative,n_clusters,27.0,VRC,18.287307441473462,27
Heart Failure,Agglomerative,n_clusters,27.0,Silhouette,0.10033553257686992,27
Heart Failure,Agglomerative,n_clusters,27.0,SSE-Elbow,906.8237101430476,27
Heart Failure,Agglomerative,n_clusters,27.0,DB,1.5620560105710315,27
Heart Failure,Agglomerative,n_clusters,27.0,BIC,2901.978960829788,27
Heart Failure,Agglomerative,n_clusters,32.0,VRC,17.170170001177347,32
Heart Failure,Agglomerative,n_clusters,32.0,Silhouette,0.0955253054555131,32
Heart Failure,Agglomerative,n_clusters,32.0,SSE-Elbow,863.2163049301269,32
Heart Failure,Agglomerative,n_clusters,32.0,DB,1.5208530202652055,32
Heart Failure,Agglomerative,n_clusters,32.0,BIC,3228.9003878872622,32
Heart Failure,Agglomerative,n_clusters,37.0,VRC,16.446875338945244,37
Heart Failure,Agglomerative,n_clusters,37.0,Silhouette,0.10017107700604534,37
Heart Failure,Agglomerative,n_clusters,37.0,SSE-Elbow,795.4527871572861,37
Heart Failure,Agglomerative,n_clusters,37.0,DB,1.4679925305463164,37
Heart Failure,Agglomerative,n_clusters,37.0,BIC,3531.6657023848156,37
Heart Failure,Agglomerative,n_clusters,42.0,VRC,15.950247080284168,42
Heart Failure,Agglomerative,n_clusters,42.0,Silhouette,0.11176597572463658,42
Heart Failure,Agglomerative,n_clusters,42.0,SSE-Elbow,721.8539614672352,42
Heart Failure,Agglomerative,n_clusters,42.0,DB,1.379791671715618,42
Heart Failure,Agglomerative,n_clusters,42.0,BIC,3828.5957089651592,42
Heart Failure,Agglomerative,n_clusters,47.0,VRC,15.503520655416416,47
Heart Failure,Agglomerative,n_clusters,47.0,Silhouette,0.1120009846755604,47
Heart Failure,Agglomerative,n_clusters,47.0,SSE-Elbow,662.4575846868509,47
Heart Failure,Agglomerative,n_clusters,47.0,DB,1.3676762687720818,47
Heart Failure,Agglomerative,n_clusters,47.0,BIC,4139.72816445517,47
Heart Failure,Agglomerative,n_clusters,52.0,VRC,15.041802046218692,52
Heart Failure,Agglomerative,n_clusters,52.0,Silhouette,0.11914323485014008,52
Heart Failure,Agglomerative,n_clusters,52.0,SSE-Elbow,627.2098416855522,52
Heart Failure,Agglomerative,n_clusters,52.0,DB,1.280329443885698,52
Heart Failure,Agglomerative,n_clusters,52.0,BIC,4475.009253724266,52
Heart Failure,Agglomerative,n_clusters,57.0,VRC,14.59545347570904,57
Heart Failure,Agglomerative,n_clusters,57.0,Silhouette,0.12242340068856863,57
Heart Failure,Agglomerative,n_clusters,57.0,SSE-Elbow,597.3775131597746,57
Heart Failure,Agglomerative,n_clusters,57.0,DB,1.2741455612573045,57
Heart Failure,Agglomerative,n_clusters,57.0,BIC,4815.705757468883,57
Heart Failure,Agglomerative,n_clusters,62.0,VRC,14.188711673674971,62
Heart Failure,Agglomerative,n_clusters,62.0,Silhouette,0.1208270847178724,62
Heart Failure,Agglomerative,n_clusters,62.0,SSE-Elbow,560.3655452318885,62
Heart Failure,Agglomerative,n_clusters,62.0,DB,1.225512450198531,62
Heart Failure,Agglomerative,n_clusters,62.0,BIC,5149.222621811392,62
Heart Failure,Agglomerative,n_clusters,67.0,VRC,13.860661828611589,67
Heart Failure,Agglomerative,n_clusters,67.0,Silhouette,0.12320341825457276,67
Heart Failure,Agglomerative,n_clusters,67.0,SSE-Elbow,526.4079483771659,67
Heart Failure,Agglomerative,n_clusters,67.0,DB,1.2141131021743738,67
Heart Failure,Agglomerative,n_clusters,67.0,BIC,5485.793857227063,67
Heart Failure,Agglomerative,n_clusters,72.0,VRC,13.502845900958537,72
Heart Failure,Agglomerative,n_clusters,72.0,Silhouette,0.12201230236039974,72
Heart Failure,Agglomerative,n_clusters,72.0,SSE-Elbow,505.156524644361,72
Heart Failure,Agglomerative,n_clusters,72.0,DB,1.20119044833345,72
Heart Failure,Agglomerative,n_clusters,72.0,BIC,5835.071265764653,72
Heart Failure,Agglomerative,n_clusters,77.0,VRC,13.198758123360244,77
Heart Failure,Agglomerative,n_clusters,77.0,Silhouette,0.12410448431885732,77
Heart Failure,Agglomerative,n_clusters,77.0,SSE-Elbow,484.7582882659036,77
Heart Failure,Agglomerative,n_clusters,77.0,DB,1.2108749092917497,77
Heart Failure,Agglomerative,n_clusters,77.0,BIC,6185.20186165659,77
Heart Failure,Agglomerative,n_clusters,82.0,VRC,12.941584159489237,82
Heart Failure,Agglomerative,n_clusters,82.0,Silhouette,0.12374390611115192,82
Heart Failure,Agglomerative,n_clusters,82.0,SSE-Elbow,468.1282136555044,82
Heart Failure,Agglomerative,n_clusters,82.0,DB,1.1786374393490415,82
Heart Failure,Agglomerative,n_clusters,82.0,BIC,6539.100619316586,82
Heart Failure,Agglomerative,n_clusters,87.0,VRC,12.738398599325963,87
Heart Failure,Agglomerative,n_clusters,87.0,Silhouette,0.12676978727265514,87
Heart Failure,Agglomerative,n_clusters,87.0,SSE-Elbow,445.5401889342507,87
Heart Failure,Agglomerative,n_clusters,87.0,DB,1.1236218297289813,87
Heart Failure,Agglomerative,n_clusters,87.0,BIC,6887.041426865726,87
Heart Failure,Agglomerative,n_clusters,92.0,VRC,12.548386678934625,92
Heart Failure,Agglomerative,n_clusters,92.0,Silhouette,0.12825236769102816,92
Heart Failure,Agglomerative,n_clusters,92.0,SSE-Elbow,419.3560701221478,92
Heart Failure,Agglomerative,n_clusters,92.0,DB,1.102687308490113,92
Heart Failure,Agglomerative,n_clusters,92.0,BIC,7231.386140324019,92
Heart Failure,Agglomerative,n_clusters,97.0,VRC,12.38317671818601,97
Heart Failure,Agglomerative,n_clusters,97.0,Silhouette,0.12898341736036634,97
Heart Failure,Agglomerative,n_clusters,97.0,SSE-Elbow,398.72424215293427,97
Heart Failure,Agglomerative,n_clusters,97.0,DB,1.0751356201897246,97
Heart Failure,Agglomerative,n_clusters,97.0,BIC,7581.2831446252,97
Heart Failure,K-Means,n_clusters,1.0,VRC,NaN,1
Heart Failure,K-Means,n_clusters,1.0,Silhouette,NaN,1
Heart Failure,K-Means,n_clusters,1.0,SSE-Elbow,2440.5183946488287,1
Heart Failure,K-Means,n_clusters,1.0,DB,NaN,1
Heart Failure,K-Means,n_clusters,1.0,BIC,2508.9237175295175,1
Heart Failure,K-Means,n_clusters,2.0,VRC,36.1323711462721,2
Heart Failure,K-Means,n_clusters,2.0,Silhouette,0.12167673753522495,2
Heart Failure,K-Means,n_clusters,2.0,SSE-Elbow,2175.813658446423,2
Heart Failure,K-Means,n_clusters,2.0,DB,2.634243731889665,2
Heart Failure,K-Means,n_clusters,2.0,BIC,2318.324747781192,2
Heart Failure,K-Means,n_clusters,3.0,VRC,33.41864671241814,3
Heart Failure,K-Means,n_clusters,3.0,Silhouette,0.11451759565594918,3
Heart Failure,K-Means,n_clusters,3.0,SSE-Elbow,1990.9569879031776,3
Heart Failure,K-Means,n_clusters,3.0,DB,2.242228346012214,3
Heart Failure,K-Means,n_clusters,3.0,BIC,2207.5738436920237,3
Heart Failure,K-Means,n_clusters,4.0,VRC,32.85445740708916,4
Heart Failure,K-Means,n_clusters,4.0,Silhouette,0.11683122063701394,4
Heart Failure,K-Means,n_clusters,4.0,SSE-Elbow,1829.3189286340296,4
Heart Failure,K-Means,n_clusters,4.0,DB,2.0646035409735304,4
Heart Failure,K-Means,n_clusters,4.0,BIC,2120.041550876954,4
Heart Failure,K-Means,n_clusters,5.0,VRC,29.944615295813875,5
Heart Failure,K-Means,n_clusters,5.0,Silhouette,0.1021285829884002,5
Heart Failure,K-Means,n_clusters,5.0,SSE-Elbow,1734.0496795674958,5
Heart Failure,K-Means,n_clusters,5.0,DB,2.044589867908832,5
Heart Failure,K-Means,n_clusters,5.0,BIC,2098.8780682645,5
Heart Failure,K-Means,n_clusters,6.0,VRC,32.12930045643806,6
Heart Failure,K-Means,n_clusters,6.0,Silhouette,0.10593495336401992,6
Heart Failure,K-Means,n_clusters,6.0,SSE-Elbow,1576.2755494305502,6
Heart Failure,K-Means,n_clusters,6.0,DB,1.841013799879697,6
Heart Failure,K-Means,n_clusters,6.0,BIC,2015.209704581633,6
Heart Failure,K-Means,n_clusters,7.0,VRC,31.719654663671783,7
Heart Failure,K-Means,n_clusters,7.0,Silhouette,0.11206845523386633,7
Heart Failure,K-Means,n_clusters,7.0,SSE-Elbow,1477.5137516016366,7
Heart Failure,K-Means,n_clusters,7.0,DB,1.809748247912568,7
Heart Failure,K-Means,n_clusters,7.0,BIC,1990.5536732067983,7
Heart Failure,K-Means,n_clusters,8.0,VRC,30.465317628359923,8
Heart Failure,K-Means,n_clusters,8.0,Silhouette,0.106731093163823,8
Heart Failure,K-Means,n_clusters,8.0,SSE-Elbow,1408.3900435899927,8
Heart Failure,K-Means,n_clusters,8.0,DB,1.7154496576421585,8
Heart Failure,K-Means,n_clusters,8.0,BIC,1995.5357316492332,8
Heart Failure,K-Means,n_clusters,9.0,VRC,31.180340364260285,9
Heart Failure,K-Means,n_clusters,9.0,Silhouette,0.11472397013317703,9
Heart Failure,K-Means,n_clusters,9.0,SSE-Elbow,1312.0027472516017,9
Heart Failure,K-Means,n_clusters,9.0,DB,1.6659509143078783,9
Heart Failure,K-Means,n_clusters,9.0,BIC,1973.2542017649212,9
Heart Failure,K-Means,n_clusters,10.0,VRC,30.323319288816545,10
Heart Failure,K-Means,n_clusters,10.0,Silhouette,0.10745285195319848,10
Heart Failure,K-Means,n_clusters,10.0,SSE-Elbow,1255.2009658339075,10
Heart Failure,K-Means,n_clusters,10.0,DB,1.7227360564501577,10
Heart Failure,K-Means,n_clusters,10.0,BIC,1990.558186801306,10
Heart Failure,K-Means,n_clusters,11.0,VRC,27.898089847138436,11
Heart Failure,K-Means,n_clusters,11.0,Silhouette,0.09976725375851234,11
Heart Failure,K-Means,n_clusters,11.0,SSE-Elbow,1239.670153886739,11
Heart Failure,K-Means,n_clusters,11.0,DB,1.7665581809104287,11
Heart Failure,K-Means,n_clusters,11.0,BIC,2049.133141308217,11
Heart Failure,K-Means,n_clusters,12.0,VRC,27.178597891677175,12
Heart Failure,K-Means,n_clusters,12.0,Silhouette,0.0987830298422296,12
Heart Failure,K-Means,n_clusters,12.0,SSE-Elbow,1195.343211835795,12
Heart Failure,K-Means,n_clusters,12.0,DB,1.7543041345210062,12
Heart Failure,K-Means,n_clusters,12.0,BIC,2078.911965711352,12
Heart Failure,K-Means,n_clusters,13.0,VRC,26.51749581464157,13
Heart Failure,K-Means,n_clusters,13.0,Silhouette,0.10505036803287784,13
Heart Failure,K-Means,n_clusters,13.0,SSE-Elbow,1155.2081542660453,13
Heart Failure,K-Means,n_clusters,13.0,DB,1.751418933248901,13
Heart Failure,K-Means,n_clusters,13.0,BIC,2112.882674595681,13
Heart Failure,K-Means,n_clusters,14.0,VRC,24.466798982212424,14
Heart Failure,K-Means,n_clusters,14.0,Silhouette,0.09475982250615918,14
Heart Failure,K-Means,n_clusters,14.0,SSE-Elbow,1153.348041010173,14
Heart Failure,K-Means,n_clusters,14.0,DB,1.742357258714053,14
Heart Failure,K-Means,n_clusters,14.0,BIC,2185.1283277938874,14
Heart Failure,K-Means,n_clusters,15.0,VRC,23.725245826687004,15
Heart Failure,K-Means,n_clusters,15.0,Silhouette,0.09597937893136954,15
Heart Failure,K-Means,n_clusters,15.0,SSE-Elbow,1124.893861357188,15
Heart Failure,K-Means,n_clusters,15.0,DB,1.749227630208955,15
Heart Failure,K-Means,n_clusters,15.0,BIC,2230.779914594981,15
Heart Failure,K-Means,n_clusters,16.0,VRC,22.596782676437897,16
Heart Failure,K-Means,n_clusters,16.0,Silhouette,0.09066228181637603,16
Heart Failure,K-Means,n_clusters,16.0,SSE-Elbow,1110.4827932836993,16
Heart Failure,K-Means,n_clusters,16.0,DB,1.7307084651564917,16
Heart Failure,K-Means,n_clusters,16.0,BIC,2290.4746129755713,16
Heart Failure,K-Means,n_clusters,17.0,VRC,22.157470129403062,17
Heart Failure,K-Means,n_clusters,17.0,Silhouette,0.09227080238175817,17
Heart Failure,K-Means,n_clusters,17.0,SSE-Elbow,1081.2334318550538,17
Heart Failure,K-Means,n_clusters,17.0,DB,1.7255027818708526,17
Heart Failure,K-Means,n_clusters,17.0,BIC,2335.3310180010044,17
Heart Failure,K-Means,n_clusters,18.0,VRC,21.38042039579293,18
Heart Failure,K-Means,n_clusters,18.0,Silhouette,0.09374725390967176,18
Heart Failure,K-Means,n_clusters,18.0,SSE-Elbow,1064.1126896500273,18
Heart Failure,K-Means,n_clusters,18.0,DB,1.6578196363737177,18
Heart Failure,K-Means,n_clusters,18.0,BIC,2392.316042250057,18
Heart Failure,K-Means,n_clusters,19.0,VRC,20.905498416372957,19
